,Unnamed: 0,example_id,hex,img_ds,img_id,sent_1,sent_2,sent_1_label,sent_2_label,ds_aspect,sent_ds,sent_1_color,sent_2_color
93,93,6_matrix_blue_grey,055AC8,Flickr30k,5995817000.jpg,,,True,False,color_blue_grey,['flickr30k_random.jsonl'],blue,grey
94,94,6_matrix_blue_red,055AC8,Flickr30k,5995817000.jpg,,,True,False,color_blue_red,['flickr30k_random.jsonl'],blue,red
95,95,6_matrix_blue_yellow,055AC8,Flickr30k,5995817000.jpg,,,True,False,color_blue_yellow,['flickr30k_random.jsonl'],blue,yellow
96,96,6_matrix_blue_orange,055AC8,Flickr30k,5995817000.jpg,,,True,False,color_blue_orange,['flickr30k_random.jsonl'],blue,orange
97,97,6_matrix_blue_pink,055AC8,Flickr30k,5995817000.jpg,,,True,False,color_blue_pink,['flickr30k_random.jsonl'],blue,pink
98,98,6_matrix_blue_purple,055AC8,Flickr30k,5995817000.jpg,,,True,False,color_blue_purple,['flickr30k_random.jsonl'],blue,purple
99,99,7_matrix_white_brown,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
100,100,7_matrix_white_blue,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
101,101,7_matrix_white_black,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
102,102,7_matrix_white_green,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_green,['flickr30k_random.jsonl'],white,green
103,103,7_matrix_white_gray,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_gray,['flickr30k_random.jsonl'],white,gray
104,104,7_matrix_white_grey,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_grey,['flickr30k_random.jsonl'],white,grey
105,105,7_matrix_white_red,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_red,['flickr30k_random.jsonl'],white,red
106,106,7_matrix_white_yellow,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_yellow,['flickr30k_random.jsonl'],white,yellow
107,107,7_matrix_white_orange,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_orange,['flickr30k_random.jsonl'],white,orange
108,108,7_matrix_white_pink,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_pink,['flickr30k_random.jsonl'],white,pink
109,109,7_matrix_white_purple,F8FAF3,Flickr30k,405556084.jpg,,,True,False,color_white_purple,['flickr30k_random.jsonl'],white,purple
110,110,8_matrix_white_brown,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
111,111,8_matrix_white_blue,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
112,112,8_matrix_white_black,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
113,113,8_matrix_white_green,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_green,['flickr30k_random.jsonl'],white,green
114,114,8_matrix_white_gray,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_gray,['flickr30k_random.jsonl'],white,gray
115,115,8_matrix_white_grey,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_grey,['flickr30k_random.jsonl'],white,grey
116,116,8_matrix_white_red,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_red,['flickr30k_random.jsonl'],white,red
117,117,8_matrix_white_yellow,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_yellow,['flickr30k_random.jsonl'],white,yellow
118,118,8_matrix_white_orange,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_orange,['flickr30k_random.jsonl'],white,orange
119,119,8_matrix_white_pink,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_pink,['flickr30k_random.jsonl'],white,pink
120,120,8_matrix_white_purple,B6A490,Flickr30k,3128856481.jpg,,,True,False,color_white_purple,['flickr30k_random.jsonl'],white,purple
121,121,9_matrix_pink_white,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_white,['flickr30k_random.jsonl'],pink,white
122,122,9_matrix_pink_brown,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_brown,['flickr30k_random.jsonl'],pink,brown
123,123,9_matrix_pink_blue,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_blue,['flickr30k_random.jsonl'],pink,blue
124,124,9_matrix_pink_black,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_black,['flickr30k_random.jsonl'],pink,black
125,125,9_matrix_pink_green,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_green,['flickr30k_random.jsonl'],pink,green
126,126,9_matrix_pink_gray,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_gray,['flickr30k_random.jsonl'],pink,gray
127,127,9_matrix_pink_grey,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_grey,['flickr30k_random.jsonl'],pink,grey
128,128,9_matrix_pink_red,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_red,['flickr30k_random.jsonl'],pink,red
129,129,9_matrix_pink_yellow,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_yellow,['flickr30k_random.jsonl'],pink,yellow
130,130,9_matrix_pink_orange,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_orange,['flickr30k_random.jsonl'],pink,orange
131,131,9_matrix_pink_purple,F4BFA4,Flickr30k,118865844.jpg,,,True,False,color_pink_purple,['flickr30k_random.jsonl'],pink,purple
132,132,10_matrix_blue_white,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_white,['flickr30k_random.jsonl'],blue,white
133,133,10_matrix_blue_brown,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_brown,['flickr30k_random.jsonl'],blue,brown
134,134,10_matrix_blue_black,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_black,['flickr30k_random.jsonl'],blue,black
135,135,10_matrix_blue_green,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_green,['flickr30k_random.jsonl'],blue,green
136,136,10_matrix_blue_gray,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_gray,['flickr30k_random.jsonl'],blue,gray
137,137,10_matrix_blue_grey,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_grey,['flickr30k_random.jsonl'],blue,grey
138,138,10_matrix_blue_red,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_red,['flickr30k_random.jsonl'],blue,red
139,139,10_matrix_blue_yellow,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_yellow,['flickr30k_random.jsonl'],blue,yellow
140,140,10_matrix_blue_orange,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_orange,['flickr30k_random.jsonl'],blue,orange
141,141,10_matrix_blue_pink,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_pink,['flickr30k_random.jsonl'],blue,pink
142,142,10_matrix_blue_purple,63BADA,Flickr30k,2613889835.jpg,,,True,False,color_blue_purple,['flickr30k_random.jsonl'],blue,purple
143,143,10_matrix_orange_white,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_white,['flickr30k_random.jsonl'],orange,white
144,144,10_matrix_orange_brown,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_brown,['flickr30k_random.jsonl'],orange,brown
145,145,10_matrix_orange_blue,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_blue,['flickr30k_random.jsonl'],orange,blue
146,146,10_matrix_orange_black,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_black,['flickr30k_random.jsonl'],orange,black
147,147,10_matrix_orange_green,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_green,['flickr30k_random.jsonl'],orange,green
148,148,10_matrix_orange_gray,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_gray,['flickr30k_random.jsonl'],orange,gray
149,149,10_matrix_orange_grey,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_grey,['flickr30k_random.jsonl'],orange,grey
150,150,10_matrix_orange_red,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_red,['flickr30k_random.jsonl'],orange,red
151,151,10_matrix_orange_yellow,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_yellow,['flickr30k_random.jsonl'],orange,yellow
152,152,10_matrix_orange_pink,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_pink,['flickr30k_random.jsonl'],orange,pink
153,153,10_matrix_orange_purple,F9B573,Flickr30k,2613889835.jpg,,,True,False,color_orange_purple,['flickr30k_random.jsonl'],orange,purple
154,154,11_matrix_blue_white,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_white,['flickr30k_random.jsonl'],blue,white
155,155,11_matrix_blue_brown,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_brown,['flickr30k_random.jsonl'],blue,brown
156,156,11_matrix_blue_black,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_black,['flickr30k_random.jsonl'],blue,black
157,157,11_matrix_blue_green,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_green,['flickr30k_random.jsonl'],blue,green
158,158,11_matrix_blue_gray,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_gray,['flickr30k_random.jsonl'],blue,gray
159,159,11_matrix_blue_grey,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_grey,['flickr30k_random.jsonl'],blue,grey
160,160,11_matrix_blue_red,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_red,['flickr30k_random.jsonl'],blue,red
161,161,11_matrix_blue_yellow,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_yellow,['flickr30k_random.jsonl'],blue,yellow
162,162,11_matrix_blue_orange,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_orange,['flickr30k_random.jsonl'],blue,orange
163,163,11_matrix_blue_pink,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_pink,['flickr30k_random.jsonl'],blue,pink
164,164,11_matrix_blue_purple,242E35,Flickr30k,2069110603.jpg,,,True,False,color_blue_purple,['flickr30k_random.jsonl'],blue,purple
165,165,12_matrix_white_brown,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
166,166,12_matrix_white_blue,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
167,167,12_matrix_white_black,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
168,168,12_matrix_white_green,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_green,['flickr30k_random.jsonl'],white,green
169,169,12_matrix_white_gray,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_gray,['flickr30k_random.jsonl'],white,gray
170,170,12_matrix_white_grey,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_grey,['flickr30k_random.jsonl'],white,grey
171,171,12_matrix_white_red,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_red,['flickr30k_random.jsonl'],white,red
172,172,12_matrix_white_yellow,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_yellow,['flickr30k_random.jsonl'],white,yellow
173,173,12_matrix_white_orange,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_orange,['flickr30k_random.jsonl'],white,orange
174,174,12_matrix_white_pink,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_pink,['flickr30k_random.jsonl'],white,pink
175,175,12_matrix_white_purple,E7EEFC,Flickr30k,3028145992.jpg,,,True,False,color_white_purple,['flickr30k_random.jsonl'],white,purple
176,176,13_matrix_black_white,070406,Flickr30k,130063845.jpg,,,True,False,color_black_white,['flickr30k_random.jsonl'],black,white
177,177,13_matrix_black_brown,070406,Flickr30k,130063845.jpg,,,True,False,color_black_brown,['flickr30k_random.jsonl'],black,brown
178,178,13_matrix_black_blue,070406,Flickr30k,130063845.jpg,,,True,False,color_black_blue,['flickr30k_random.jsonl'],black,blue
179,179,13_matrix_black_green,070406,Flickr30k,130063845.jpg,,,True,False,color_black_green,['flickr30k_random.jsonl'],black,green
180,180,13_matrix_black_gray,070406,Flickr30k,130063845.jpg,,,True,False,color_black_gray,['flickr30k_random.jsonl'],black,gray
181,181,13_matrix_black_grey,070406,Flickr30k,130063845.jpg,,,True,False,color_black_grey,['flickr30k_random.jsonl'],black,grey
182,182,13_matrix_black_red,070406,Flickr30k,130063845.jpg,,,True,False,color_black_red,['flickr30k_random.jsonl'],black,red
183,183,13_matrix_black_yellow,070406,Flickr30k,130063845.jpg,,,True,False,color_black_yellow,['flickr30k_random.jsonl'],black,yellow
184,184,13_matrix_black_orange,070406,Flickr30k,130063845.jpg,,,True,False,color_black_orange,['flickr30k_random.jsonl'],black,orange
185,185,13_matrix_black_pink,070406,Flickr30k,130063845.jpg,,,True,False,color_black_pink,['flickr30k_random.jsonl'],black,pink
186,186,13_matrix_black_purple,070406,Flickr30k,130063845.jpg,,,True,False,color_black_purple,['flickr30k_random.jsonl'],black,purple
187,187,14_matrix_green_white,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_white,['flickr30k_random.jsonl'],green,white
188,188,14_matrix_green_brown,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_brown,['flickr30k_random.jsonl'],green,brown
189,189,14_matrix_green_blue,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_blue,['flickr30k_random.jsonl'],green,blue
190,190,14_matrix_green_black,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_black,['flickr30k_random.jsonl'],green,black
191,191,14_matrix_green_gray,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_gray,['flickr30k_random.jsonl'],green,gray
192,192,14_matrix_green_grey,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_grey,['flickr30k_random.jsonl'],green,grey
193,193,14_matrix_green_red,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_red,['flickr30k_random.jsonl'],green,red
194,194,14_matrix_green_yellow,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_yellow,['flickr30k_random.jsonl'],green,yellow
195,195,14_matrix_green_orange,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_orange,['flickr30k_random.jsonl'],green,orange
196,196,14_matrix_green_pink,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_pink,['flickr30k_random.jsonl'],green,pink
197,197,14_matrix_green_purple,10211A,Flickr30k,2392625002.jpg,,,True,False,color_green_purple,['flickr30k_random.jsonl'],green,purple
