2335880boy,layingin,bed,['a boy is laying on the beach.']
2342761boy,layingin,bed,['a boy is laying on the beach.']
2347960man,read,book,['a man is reading a book.']
2317647man,read,book,['a man is reading a book.']
2384201man,read,book,['a man is reading a book.']
2366772woman,read,book,['a woman is reading a book.']
414woman,read,book,['a woman is reading a book.']
2380510woman,read,book,['a woman is reading a book.']
2325832woman,read,book,['a woman is reading a book.']
2341831cat,eat,food,['a cat is eating the food.']
2391112cat,eat,food,['a cat is eating the food.']
2381669cat,eat,food,['a cat is eating the food.']
2403331cat,eat,food,['a cat is eating the food.']
2367403man,eat,food,['a man is eating the food.']
2390847man,eat,food,['a man is eating the food.']
2335360man,eat,food,['a man is eating the food.']
2382064man,eat,food,['a man is eating the food.']
2320772man,cook,food,['a man is cooking the food.']
1160161man,cook,food,['a man is cooking the food.']
2350696man,cook,food,['a man is cooking the food.']
2343312dog,eat,food,['a dog is eating the food.']
2366038dog,eat,food,['a dog is eating the food.']
2406883woman,eat,food,['a woman is eating the food.']
2363791woman,eat,food,['a woman is eating the food.']
2316542woman,eat,food,['a woman is eating the food.']
2393979woman,cook,food,['a woman is cooking the food.']
2390802man,flying,kite,['a man is flying a kite.']
2390325man,flying,kite,['a man is flying a kite.']
2332707man,flying,kite,['a man is flying a kite.']
2348707woman,flying,kite,['a woman is flying a kite.']
2353155woman,flying,kite,['a woman is flying a kite.']
2324765woman,flying,kite,['a woman is flying a kite.']
2397364woman,flying,kite,['a woman is flying a kite.']
2397585kid,flying,kite,['a kid is flying a kite.']
2328959cat,layingin,bed,['a cat is laying a bed.']
2327249cat,layingin,bed,['a cat is laying in a bed.']
2393442cat,layingin,bed,['a cat is laying in a bed.']
713043woman,play,game,['a woman is playing a game.']
2383083woman,play,game,['a woman is playing a game.']
2402485woman,play,game,['a woman is playing a game.']
2396868man,play,game,['a man is playing a game.']
2374903man,play,game,['a man is playing a game.']
2416096man,play,game,['a man is playing a game.']
2396050man,throw,baseball,['a man is throwing a baseball.']
2402148man,throw,baseball,['a man is throwing a baseball.']
2348480man,throw,baseball,['a man is throwing a baseball.']
2369491man,throw,baseball,['a man is throwing a baseball.']
2414770man,throw,baseball,['a man is throwing a baseball.']
2355276woman,throw,baseball,['a woman is throwing a baseball.']
2372145man,catch,frisbee,['a man is catching a frisbee.']
2376603man,catch,frisbee,['a man is catching a frisbee.']
2414814man,catch,frisbee,['a man is catching a frisbee.']
2324353man,catch,frisbee,['a man is catching a frisbee.']
2409304dog,catch,frisbee,['a dog is catching a frisbee.']
2414390dog,catch,frisbee,['a dog is catching a frisbee.']
2350468dog,catch,frisbee,['a dog is catching a frisbee.']
2336406dog,catch,frisbee,['a dog is catching a frisbee.']
2391872woman,catch,frisbee,['a woman is catching a frisbee.']
2335382woman,catch,frisbee,['a woman is catching a frisbee.']
2343659woman,milking,cow,['a woman is milking a cow.']
2348485man,milking,cow,['a man is milking a cow.']
2405179man,milking,cow,['a man is milking a cow.']
2410230man,milking,cow,['a man is milking a cow.']
2371727man,milking,cow,['a man is milking a cow.']
2336234man,feed,dog,['a man is feeding a dog.']
2342359man,hug,dog,['a man is hugging a dog.']
2365517woman,hug,dog,['a woman is hugging a dog.']
2376104woman,hug,dog,['a woman is hugging a dog.']
2383252woman,feed,dog,['a woman is feeding a dog.']
2417425man,swing,racket,['a man is swing a racket.']
2376401man,swing,racket,['a man is swing a racket.']
2335688man,swing,racket,['a man is swing a racket.']
2353452man,swing,racket,['a man is swing a racket.']
2346851man,swing,racket,['a man is swing a racket.']
2346399man,swing,racket,['a man is swinging a racket.']
2327820man,swing,racket,['a man is swinging a racket.']
2358346man,swing,racket,['a man is swinging a racket.']
2369538man,swing,racket,['a man is swinging a racket.']
2390666woman,swing,racket,['a woman is swinging a racket.']
2393201woman,swing,racket,['a woman is swinging a racket.']
2316434woman,swing,racket,['a woman is swinging a racket.']
2350734woman,swing,racket,['a woman is swinging a racket.']
2406381girl,read,book,['a girl is reading a book.']
2399745girl,read,book,['a girl is reading a book.']
2329720dog,layingin,man,['a dog is laying by a man.']
2324496cat,layingin,man,['a cat is laying next to a man.']
2393538woman,hold,board,['a woman is holding a board.']
2341712woman,hold,board,['a woman is holding a board.']
2393645woman,hold,board,['a woman is holding a board.']
2397855woman,hold,board,['a woman is holding a board.']
2348711woman,ride,board,['a woman is riding a board.']
2404355woman,ride,board,['a woman is riding a board.']
2347987woman,ride,board,['a woman is riding a board.']
2358194man,hold,board,['a man is holding a board.']
2337831man,hold,board,['a man is holding a board.']
2338624man,hold,board,['a man is holding a board.']
2343635man,ride,board,['a man is riding a board.']
2325043man,ride,board,['a man is riding a board.']
2335657man,ride,board,['a man is riding a board.']
2323218man,ride,board,['a man is riding a board.']
2383596cow,eat,grass,['a cow is eating grass.']
2341902cow,layingin,grass,['a cow is laying in grass.']
2399253cow,layingin,grass,['a cow is laying in grass.']
2351045man,look,screen,['a man is looking at a screen.']
2391130man,look,screen,['a man is looking at a screen.']
2370504man,look,screen,['a man is looking at a screen.']
2371835woman,look,screen,['a woman is looking a screen.']
2373162man,wear,hat,['a man is is wearing a hat.']
2417041man,wear,hat,['a man is is wearing a hat.']
2378535woman,wear,hat,['a woman is wearing a hat.']
2338488woman,wear,hat,['a woman is wearing a hat.']
2334441woman,carry,basket,['a woman is carrying a basket.']
2399039woman,carry,basket,['a woman is carrying a basket.']
2415963woman,carry,basket,['a woman is carrying a basket.']
2360110man,carry,basket,['a man is carrying a basket.']
2341822man,carry,basket,['a man is carrying a basket.']
2394071zebra,eat,grass,['a zebra is eating grass.']
2325180zebra,eat,grass,['a zebra is eating grass.']
2388379zebra,eat,grass,['a zebra is eating grass.']
2340471zebra,eat,grass,['a zebra is eating grass.']
2356813boat,floatingon,river,['a boat is floating on a river.']
2359860boat,floatingon,river,['a boat is floating on a river.']
2349522ice,floatingon,river,['an ice is floating on a river.']
2376621giraffe,eat,food,['a giraffe is eat a food.']
2347458airplane,fly,sky,['an airplane is flying the sky.']
2351759airplane,fly,sky,['an airplane is flying the sky.']
2382580airplane,fly,sky,['an airplane is flying the sky.']
2358224airplane,fly,sky,['an airplane is flying the sky.']
2332768airplane,fly,sky,['an airplane is flying the sky.']
2355116bird,fly,sky,['a bird is flying the sky.']
2345291kite,fly,sky,['a kite is flying the sky.']
1592078kite,fly,sky,['a kite is flying the sky.']
2334791kite,fly,sky,['a kite is flying the sky.']
2377967apple,inside,bowl,['an apple is inside a bowl.']
2368460apple,inside,bowl,['an apple is inside a bowl.']
2349884apple,inside,bowl,['an apple is inside a bowl.']
2397681apple,inside,bowl,['an apple is lying in a bowl.']
2401780apple,nextto,bowl,['an apple is next to a bowl.']
2414894apple,nextto,bowl,['an apple is next to a bowl.']
2356941banana,inside,bowl,['a banana is inside a bowl.']
2376281banana,inside,bowl,['a banana is inside a bowl.']
2352852banana,inside,bowl,['a banana is inside a bowl.']
2372750banana,inside,bowl,['a banana is inside a bowl.']
2414981banana,nextto,bowl,['a banana is next to a bowl.']
2383274banana,nextto,bowl,['a banana is next to a bowl.']
2318493broccoli,inside,bowl,['a broccoli is inside a bowl.']
2331432broccoli,inside,bowl,['a broccoli is inside a bowl.']
2400350broccoli,inside,bowl,['a broccoli is inside a bowl.']
2411693spoon,nextto,bowl,['a spoon is next to a bowl.']
2369375spoon,inside,bowl,['a spoon is inside a bowl.']
2318432dog,sit,table,['a dog is sitting on a table.']
2340972cup,in,hand,['a cup is in a hand.']
2316644cup,in,hand,['a cup is in a hand.']
2326164cup,in,hand,['a cup is in a hand.']
713126cup,in,hand,['a cup is in a hand.']
2377598bananas,in,hand,['bananas are in a hand.']
2337044bananas,in,hand,['bananas are in a hand.']
2345584bags,in,hand,['bags are in a hand.']
2360963apple,in,hand,['an apple is in a hand.']
2319166apple,in,hand,['an apple is in a hand.']
2407245apple,in,hand,['an apple is in a hand.']
2350246apple,in,hand,['an apple is in a hand.']
2396263apple,in,hand,['an apple is in a hand.']
2359177baby,in,hand,['a baby is in a hand.']
2374841frisbee,in,hand,['a frisbee is in a hand.']
2352967bagel,in,hand,['a bagel is in a hand.']
2400957woman,cut,hair,['a woman is cutting hair.']
2362424woman,cut,hair,['a woman is cutting hair.']
2358805man,cut,hair,['a man is cutting a hair.']
2373299man,cut,hair,['a man is cutting a hair.']
2398745man,cut,hair,['a man is cutting a hair.']
2361370cat,sit,bench,['a cat is sitting on a bench.']
2361994cat,sit,bench,['a cat is sitting on a bench.']
2331042cat,sit,bench,['a cat is sitting on a bench.']
2324103cat,sit,bench,['a cat is sitting on a bench.']
2393487cat,layingin,bench,['a cat is laying on a bench.']
2328306cat,layingin,bench,['a cat is laying on a bench.']
2348884horse,stand,beach,['a horse is standing on a beach.']
2342922horse,stand,beach,['a horse is standing on a beach.']
2383708horse,stand,beach,['a horse is standing on a beach.']
2403567horse,stand,beach,['a horse is standing on a beach.']
2405555horse,run,beach,['a horse is running on a beach.']
2402934horse,run,beach,['a horse is running on a beach.']
2318026horse,run,beach,['a horse is running on a beach.']
107904horse,run,beach,['a horse is running on a beach.']
2375724horse,drink,water,['a horse is drinking the water.']
2344338horse,drink,water,['a horse is drinking the water.']
2362669horse,drink,water,['a horse is drinking the water.']
2363946horse,walk,water,['a horse is walking in the water.']
2401388horse,walk,water,['a horse is walking in the water.']
2377376horse,walk,water,['a horse is walking in the water.']
2366157horse,walk,water,['a horse is walking in the water.']
2403089elephant,drink,water,['an elephant is drinking the water.']
2408994elephant,drink,water,['an elephant is drinking the water.']
2351299elephant,drink,water,['an elephant is drinking the water.']
2409932elephant,walk,water,['an elephant is walks in the water.']
411man,play,piano,['a man is plays a piano.']
2337142woman,play,piano,['a woman is playing a piano.']
2378255woman,play,violin,['a woman is playing a violin.']
2414581woman,play,violin,['a woman is playing a violin.']
3999man,play,violin,['a man is playing a violin.']
2334910man,stand,water,['a man is standing on the water.']
2357085man,stand,water,['a man is standing on the water.']
2343560man,sit,water,['a man is sits by the water.']
2392514man,stand,table,['a man is standing by a table.']
2391035man,stand,table,['a man is standing by a table.']
2341863man,work,table,['a man is working on a table.']
2399401cat,layingin,table,['a cat is lying on a table.']
2355678man,play,baseball,['a man is playing a baseball.']
2382878man,play,baseball,['a man is playing a baseball.']
2383721man,hold,frisbee,['a man is holding a frisbee.']
2376812man,kiss,dog,['a man is kissing a dog.']
2345695man,kiss,giraffe,['a man is kissing a giraffe.']
2363125man,kiss,horse,['a man is kissing a horse.']
2413402man,kiss,woman,['a man is kissing a woman.']
2417728woman,hold,pillow,['a woman is holding a pillow.']
1593045woman,hold,knife,['a woman is holding a knife.']
2328277woman,hold,knife,['a woman is holding a knife.']
2385724woman,hold,bottle,['a woman is holds a bottle.']
2332284man,hold,flag,['a man is holding a flag.']
2354131woman,read,bench,['a woman is reading on a bench.']
2350361woman,read,bench,['a woman is reading on a bench.']
2388643woman,ride,skateboard,['a woman is riding a skateboard.']
2391766woman,ride,skateboard,['a woman is riding a skateboard.']
2385928woman,ride,skateboard,['a woman is riding a skateboard.']
2369532woman,ride,skateboard,['a woman is riding a skateboard.']
2397437woman,ride,horse,['a woman is riding a horse.']
2328939woman,ride,horse,['a woman is riding a horse.']
2330414woman,ride,horse,['a woman is riding a horse.']
2404936woman,feed,horse,['a woman is feeding a horse.']
2377678woman,petting,horse,['a woman is petting a horse.']
2414437woman,petting,cat,['a woman is petting a cat.']
2392189woman,petting,cat,['a woman is petting a cat.']
2320706woman,kiss,cat,['a woman is kissing a cat.']
2319458man,throw,ball,['a man is throwing a ball.']
2417199man,chase,ball,['a man chases a ball.']
2409456man,hold,laptop,['a man is holding a laptop.']
2358300man,hold,laptop,['a man is holding a laptop.']
2367678man,hold,laptop,['a man is holding a laptop.']
2354355man,hold,laptop,['a man is holding a laptop.']
2376302man,hold,laptop,['a man is holding a laptop.']
2386967man,hold,laptop,['a man is holding a laptop.']
2393311man,work,laptop,['a man is working on a laptop.']
2316905man,work,laptop,['a man is working on a laptop.']
2361128man,look,sea,['a man is looking at the sea.']
2326917man,look,sea,['a man is looking at the sea.']
2381124woman,hold,bike,['a woman is holding the sea.']
2407435woman,hold,bike,['a woman is holding the sea.']
2380813man,sit,wall,['a man is sitting against a wall.']
2400374man,walk,snow,['a man is walking through the snow.']
2376293man,layingin,snow,['a man is laying on the snow.']
2365014woman,sit,snow,['a woman is sits in the snow.']
2409419woman,sit,snow,['a woman is sitting in the snow.']
2368397man,hold,book,['a man is holding a book.']
2319366man,hold,sign,['a man is holding a sign.']
2371430man,hold,sign,['a man is holding a sign.']
2386460man,cut,paper,['a man is cutting a paper.']
2382534man,read,paper,['a man is reading a paper.']
2409513man,read,paper,['a man is reading a paper.']
2400992man,read,paper,['a man is reading a paper.']
2385166man,carry,kite,['a man is carrying a kite.']
2417403man,carry,kite,['a man is carrying a kite.']
2402671man,carry,kite,['a man is carrying a kite.']
2349589man,carry,kite,['a man is carrying a kite.']
2372458man,swing,bat,['a man is swinging a bat.']
2403749man,swing,bat,['a man is swinging a bat.']
2397072man,swing,bat,['a man is swinging a bat.']
2324008man,hit,baseball,['a man is hitting a baseball.']
2330087man,hit,baseball,['a man is hitting a baseball.']
2379957man,hit,baseball,['a man is hitting a baseball.']
2388080man,catch,baseball,['a man is catching a baseball.']
2371836dog,catch,frisbe,['a dog is catching a frisbee.']
2408714woman,feed,cow,['a woman is feeding a cow.']
2355715man,look,cow,['a man is looking at a cow.']
2385136man,look,cow,['a man is looking at a cow.']
2357863man,hold,fork,['a man is hold a fork.']
2412723man,look,mountain,['a man is looking at a mountain.']
2397138man,look,dog,['a man is looking at a dog.']
2405103man,look,dog,['a man is looking at a dog.']
2372046man,look,dog,['a man is looking at a dog.']
2378967man,chase,dog,['a man is chasing a dog.']
2402751woman,hug,man,['a woman is hugging a man.']
2413297woman,hug,man,['a woman is hugging a man.']
2395482woman,hug,teddybears,['a woman is hugging teddy bears.']
2330256man,drink,wine,['a man is drinking wine.']
2330820man,hold,cat,['a man is holding a cat.']
2323788man,hold,cat,['a man is holding a cat.']
2349483man,hold,cat,['a man is holding a cat.']
2355949man,hold,cat,['a man is holds a cat.']
2338927woman,hold,racket,['a woman is holding a racket.']
2337675woman,hold,racket,['a woman is holding a racket.']
2335750woman,hold,racket,['a woman is holding a racket.']
2399894woman,hold,racket,['a woman is holding a racket.']
4511man,carry,bag,['a man is carry a bag.']
2383344woman,play,water,['a woman is playing in the water.']
2368361woman,walk,rain,['a woman is walking in the rain.']
2320452woman,stand,rain,['a woman is standing in the rain.']
2356327woman,stand,rain,['a woman is standing in the rain.']
2316723dog,sit,man,['a dog is sitting on a man.']
2342517dog,sit,man,['a dog is sitting on a man.']
2315656man,sit,wheelchair,['a man is sitting in a wheelchair.']
2398489man,sit,wheelchair,['a man is sitting in a wheelchair.']
2416763man,look,clock,['a man is looking at a clock.']
2399502man,look,clock,['a man is looking at a clock.']
2328945man,sit,bridge,['a man is sitting on a bridge.']
2317149man,run,bridge,['a man is running on a bridge.']
2318869man,stand,zebra,['a man is standing behind a zebra.']
2319654man,feed,zebra,['a man is feeding a zebra.']
2368665man,cut,apple,['a man is cutting an apple.']
2390278man,cut,meat,['a man is cutting meat.']
2338010man,cut,meat,['a man is cutting meat.']
2322142man,cut,pizza,['a man is cutting a cheese pizza.']
2321931man,cut,pizza,['a man is cutting a pizza.']
2415466man,cut,pizza,['a man is cutting a pizza.']
2413340man,cut,pizza,['a man is cutting a pizza.']
2369983man,cut,tree,['a man is cutting a tree.']
2334997man,carry,pizza,['a man is carrying a pizza.']
2338793man,eat,apple,['a man is eating an apple.']
2399677dog,eat,pizza,['a dog is biting a pizza.']
2367433dog,eat,pizza,['a dog is eating a pizza.']
2338416cat,sit,sink,['a cat is sitting in a sink.']
2351235cat,sit,sink,['a cat is sitting in a sink.']
2322003cat,sit,sink,['a cat is sitting in a sink.']
2401203man,wash,elephant,['a man is washing an elephant.']
2399843man,wash,elephant,['a man is washing an elephant.']
2346284man,wash,elephant,['a man is washing an elephant.']
2377015man,wash,elephant,['a man is washing an elephant.']
2337462man,wash,dishes,['a man is washing dishes.']
2412835man,wash,pot,['a man is washing a pot.']
2330670woman,wash,dish,['a woman is washing a dish.']
2344517woman,wash,hands,['a woman is washing hands.']
2397261woman,wash,baby,['a woman is washing a baby.']
2364827woman,feed,baby,['a woman is feeding a baby.']
2355800woman,feed,baby,['a woman is feeding a baby.']
2343694woman,look,baby,['a woman is looking at a baby.']
2369438woman,look,baby,['a woman is looking at a baby.']
2326734woman,sit,toilet,['a woman is sitting on a toilet.']
2412776woman,sit,toilet,['a woman is sitting on a toilet.']
2351902elephant,walk,woods,['an elephant is walking through woods.']
2352321man,layingin,surfboard,['a man is laying down on a surfboard.']
2320613man,carry,surfboard,['a man is carrying a surfboard.']
2388070man,carry,surfboard,['a man is carrying a surfboard.']
2338624man,carry,surfboard,['a man is carrying a surfboard.']
2386385man,feed,woman,['a man is feeding a woman.']
2396964man,feed,woman,['a man is feeding a woman.']
2383920man,feed,woman,['a man is feeding a woman.']
2377469man,carry,woman,['a man is carrying a woman.']
2344426man,wear,glasses,['a man is wearing a glasses.']
2403819man,wear,glasses,['a man wears glasses.']
2398861man,wear,glasses,['a man wears glasses.']
2414200man,wear,glasses,['a man wears glasses.']
2338238man,hold,glasses,['a man is holding glasses.']
2389673man,hold,glasses,['a man is holding glasses.']
2404313man,feed,cat,['a man is feeding a cat.']
2329712man,drink,beer,['a man is drinking a beer.']
2388260man,catch,football,['a man is catching a football.']
2369873man,hold,football,['a man is holding a football.']
180woman,sit,pool,['a woman is sitting near a pool.']
2350836woman,stand,pool,['a woman is standing in a pool.']
2338826man,swim,water,['a man is are sitting at a table.']
2366433woman,kneel,grass,['a woman is kneeling on grass.']
2378957dog,sniff,bench,['a dog is sniffing by a bench.']
2356206man,jump,skateboard,['a man is jumping a skateboard.']
2345902man,jump,skateboard,['a man is jumping a skateboard.']
2385117man,jump,skateboard,['a man is jumping off a skateboard.']
2385807woman,jump,bed,['a woman is jumping on a bed.']
2361959man,hit,ball,['a man hits a ball']
2333344man,hit,ball,['a man hits a ball.']
2335563man,surf,sea,['a man is surfing in the sea.']
2341595man,surf,sea,['a man is surfing in the sea.']
2326117bird,stand,fence,['a bird is standing on a fence.']
2374889bird,stand,fence,['a bird is standing on a fence.']
2394456bird,stand,fence,['a bird is standing on a fence.']
2353113bird,behind,fence,['a bird is behind a fence.']
2398204cat,sniff,food,['a cat is sniffing the food.']
2386814man,clean,bat,['a man is cleaning a bat.']
2360121man,pull,cow,['a man is pulling a cow.']
2320080man,climb,mountain,['a man is climbing a mountain.']
2327745man,climb,mountain,['a man is climbing up a mountain.']
2413799bear,climb,tree,['a bear is climbs a tree.']
2321936bear,walk,tree,['a bear is walking by a tree.']
2330117bear,walk,tree,['a bear is walking towards a tree.']
2361020bear,stand,tree,['a bear is standing by a tree.']
2398174bus,stop,road,['bus are stopped on a road.']
2390287bus,stop,road,['bus are stopped on a road.']
2333670bus,drive,road,['bus are driving on a road.']
2355789bus,drive,road,['bus are driving on a road.']
2371160man,examine,racket,['a man is examining a racket.']
2356051man,drop,racket,['a man is dropping a racket.']
2373751dog,jump,man,['a dog is jumps on a man.']
2363864man,tap,screen,['a man is tapping a screen.']
2384595man,holding,hat,['a man is holding a hat.']
2385025man,photographing,zebra,['a man is photographing a zebra.']
2378606man,point,zebra,['a man is points a zebra.']
2374639woman,brush,hair,['a woman is brushing hair.']
2385912woman,brush,hair,['a woman is brushing hair.']
713107woman,brush,hair,['a woman is brushin hair.']
2342968woman,brush,hair,['a woman is brushing hair.']
2378164woman,drying,hair,['a woman is drying hair.']
2347819woman,drying,hair,['a woman is drying hair.']
2380062woman,drying,hair,['a woman is drying hair.']
286087man,cutting,hair,['a man is cutting a hair.']
2356573man,bite,pizza,['a man is biting a pizza.']
2320463man,bake,pizza,['a man is baking a pizza.']
2340234man,grill,meat,['a man is grilling a meat.']
2343195cat,under,bench,['a cat is under a bench.']
2408999cat,under,bench,['a cat is under a bench.']
2381353cat,under,bench,['a cat is under a bench.']
2399843elephant,layingin,water,['an elephant is laying in the water.']
2378337man,toss,football,['a man is tossing a football.']
2386956man,kick,football,['a man is kicking a football.']
1251woman,swim,pool,['a woman is swimming in a pool.']
